loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,loan_status,purpose,title,dti,delinq_2yrs,date,Reference number
35000.0, 36 months, 13.99%,1196.05,"Director, Health Insurance Marketplace",< 1 year,RENT,168750.0,Fully Paid,debt_consolidation,Debt consolidation,5.46,0.0,01/06/2015,86163483
19750.0, 36 months, 12.99%,665.37,Secretary II,9 years,MORTGAGE,45000.0,Charged Off,debt_consolidation,Debt consolidation,23.2,7.0,01/06/2014,41888041
28000.0, 36 months,  5.32%,843.22,Qaulity Manager ,4 years,MORTGAGE,122000.0,Fully Paid,debt_consolidation,Debt consolidation,9.34,1.0,01/11/2015,33413195
7000.0, 36 months, 14.49%,240.92,Police Officer,9 years,RENT,55000.0,Charged Off,debt_consolidation,Debt consolidation,23.26,0.0,01/07/2014,98213155
20000.0, 36 months, 13.65%,680.16,Branch Manager,3 years,RENT,144000.0,Fully Paid,debt_consolidation,Debt consolidation,2.38,0.0,01/02/2014,78115408
18500.0, 36 months,  7.90%,578.87,Store Manager,10+ years,MORTGAGE,86600.0,Charged Off,credit_card,Credit card refinancing,15.73,1.0,01/01/2014,10719729
33950.0, 60 months, 21.18%,921.91,Demand Planner,7 years,OWN,85000.0,Fully Paid,other,Other,6.69,1.0,01/02/2014,77484846
19200.0, 36 months, 11.99%,637.63,Sales,4 years,OWN,80000.0,Fully Paid,debt_consolidation,Debt consolidation,16.07,0.0,01/04/2014,49275674
14500.0, 36 months,  7.89%,453.65,Network Engineer,< 1 year,MORTGAGE,58761.0,Fully Paid,credit_card,Credit card refinancing,21.94,1.0,01/02/2015,87776390
15000.0, 36 months,  6.24%,457.97,Production Manager,1 year,MORTGAGE,50000.0,Fully Paid,debt_consolidation,Debt consolidation,12.63,0.0,01/10/2015,19860380
4800.0, 36 months,  6.49%,147.1,engineer,6 years,MORTGAGE,79000.0,Fully Paid,debt_consolidation,Debt consolidation,8.64,0.0,01/01/2015,61226556
25000.0, 36 months, 13.65%,850.2,VP - Finance,10+ years,MORTGAGE,164000.0,Fully Paid,debt_consolidation,Debt consolidation,16.88,0.0,01/05/2014,63292755
18600.0, 36 months,  8.18%,584.41,Superintendent,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,Debt consolidation,14.06,0.0,01/10/2015,55925715
9600.0, 36 months,  7.69%,299.46,Consultant,1 year,OWN,72000.0,Fully Paid,credit_card,Credit card refinancing,17.82,0.0,01/08/2014,29636715
4875.0, 36 months, 24.50%,192.55,Handy man,8 years,RENT,40300.0,Charged Off,debt_consolidation,Debt consolidation,34.92,0.0,01/12/2014,75410128
9800.0, 36 months, 12.99%,330.16,Accountant,6 years,MORTGAGE,39000.0,Fully Paid,debt_consolidation,Debt consolidation,14.4,1.0,01/10/2014,23068884
17150.0, 36 months, 14.49%,590.24,lead person,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,Debt consolidation,16.18,0.0,01/10/2014,49002552
25000.0, 36 months, 17.86%,902.06,Construction/Equipment Operator Apprenti,< 1 year,RENT,65000.0,Fully Paid,other,Other,23.63,0.0,01/04/2015,32746122
4200.0, 36 months, 14.16%,143.88,machine operator,10+ years,MORTGAGE,30000.0,Fully Paid,debt_consolidation,Debt consolidation,20.36,0.0,01/04/2014,94315496
24000.0, 36 months,  8.67%,759.52,weld shop foreman,10+ years,OWN,51000.0,Fully Paid,debt_consolidation,Debt consolidation,33.27,0.0,01/01/2015,93073439
12000.0, 36 months, 15.61%,419.58,Staff Scientist / HazMat Instructor,1 year,RENT,68000.0,Fully Paid,debt_consolidation,Debt consolidation,23.93,0.0,01/03/2014,82321691
10000.0, 36 months,  9.99%,322.63,Manager,6 years,RENT,35000.0,Fully Paid,debt_consolidation,Debt consolidation,8.93,0.0,01/04/2015,32699333
22125.0, 36 months, 18.24%,802.54,Software Analyst,6 years,MORTGAGE,63000.0,Fully Paid,debt_consolidation,Debt consolidation,18.88,0.0,01/10/2014,82476813
15000.0, 36 months,  8.39%,472.75,"Sales Coordinator, Business Development",1 year,RENT,58000.0,Fully Paid,debt_consolidation,Debt consolidation,26.26,0.0,01/06/2014,77247891
6175.0, 36 months, 12.99%,208.04,,n/a,MORTGAGE,31000.0,Fully Paid,credit_card,Credit card refinancing,18.08,0.0,01/04/2014,20389510
12000.0, 36 months, 14.64%,413.88,Police Technician,8 years,RENT,50000.0,Fully Paid,debt_consolidation,Debt consolidation,28.92,0.0,01/03/2014,18919656
8400.0, 36 months, 15.99%,295.28,Training Officer,10+ years,OWN,67416.0,Fully Paid,debt_consolidation,Debt consolidation,16.25,0.0,01/12/2014,88204579
25850.0, 36 months, 14.31%,887.39,Financial Analyst,3 years,OWN,90000.0,Fully Paid,debt_consolidation,Debt consolidation,25.67,0.0,01/01/2015,83426440
19000.0, 60 months, 16.99%,472.1,Manager,10+ years,MORTGAGE,43000.0,Fully Paid,debt_consolidation,Debt consolidation,28.38,0.0,01/01/2014,34185343
9600.0, 36 months, 15.61%,335.67,Billing manager,1 year,RENT,34000.0,Fully Paid,debt_consolidation,Debt consolidation,28.27,0.0,01/07/2015,31587024
3000.0, 36 months, 13.98%,102.51,millwright,6 years,RENT,50000.0,Fully Paid,other,Other,5.45,0.0,01/07/2014,16039361
15000.0, 36 months,  9.99%,483.94,,n/a,OWN,65000.0,Fully Paid,debt_consolidation,Debt consolidation,23.29,0.0,01/08/2015,88259218
6000.0, 36 months, 13.98%,205.01,Vet tech,7 years,RENT,60000.0,Charged Off,debt_consolidation,Debt consolidation,17.92,0.0,01/10/2014,95119579
20000.0, 60 months, 15.61%,482.23,Business Development Manager,7 years,RENT,53000.0,Charged Off,debt_consolidation,Debt consolidation,35.6,0.0,01/10/2014,28201971
16000.0, 60 months,  9.49%,335.96,Quality,10+ years,MORTGAGE,55000.0,Fully Paid,credit_card,Credit card refinancing,8.66,0.0,01/02/2015,26470923
10000.0, 36 months, 13.65%,340.08,Pediatric ER Tech,5 years,RENT,30000.0,Fully Paid,credit_card,Credit card refinancing,16.56,0.0,01/03/2014,29178781
10000.0, 36 months,  6.49%,306.45,Sales Manager,5 years,MORTGAGE,60000.0,Fully Paid,credit_card,Credit card refinancing,18.34,0.0,01/09/2014,55882835
21000.0, 60 months, 17.86%,531.67,Senior Tax Analyst,10+ years,RENT,133456.0,Fully Paid,medical,Medical expenses,14.05,0.0,01/10/2015,51763024
4000.0, 36 months, 12.39%,133.61,guest services,10+ years,MORTGAGE,65000.0,Fully Paid,home_improvement,Home improvement,9.58,3.0,01/11/2014,11316696
8775.0, 36 months, 12.49%,293.52,Terminal Coordinator,5 years,MORTGAGE,52000.0,Fully Paid,credit_card,Credit card refinancing,24.39,0.0,01/05/2014,10819486
6500.0, 36 months, 15.99%,228.49,Agent,1 year,RENT,43000.0,Charged Off,debt_consolidation,Debt consolidation,38.12,0.0,01/12/2014,94395848
23000.0, 60 months, 13.33%,527.22,technician,< 1 year,RENT,75000.0,Fully Paid,credit_card,Credit card refinancing,17.9,1.0,01/04/2015,74666361
20000.0, 36 months, 15.61%,699.3,Manager,8 years,MORTGAGE,75000.0,Charged Off,debt_consolidation,Debt consolidation,17.02,3.0,01/10/2014,66486088
16000.0, 60 months, 13.99%,372.21,Transportaion,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,Debt consolidation,25.3,0.0,01/02/2015,21281497
25000.0, 36 months, 13.99%,854.32,Teacher,10+ years,RENT,64000.0,Fully Paid,credit_card,Credit card refinancing,13.59,0.0,01/02/2015,43207688
7000.0, 36 months, 22.15%,267.88,police officer,10+ years,OWN,104000.0,Fully Paid,medical,Medical expenses,10.97,0.0,01/07/2014,33859801
20275.0, 60 months, 25.83%,605.01,Regional Administrator,2 years,MORTGAGE,120000.0,Charged Off,credit_card,Credit card refinancing,17.83,0.0,01/02/2014,90360080
10000.0, 36 months, 15.61%,349.65,Technical Project Manager,10+ years,MORTGAGE,70000.0,Fully Paid,other,Other,14.16,1.0,01/09/2014,57011630
20000.0, 36 months, 10.15%,646.76,Occupational Therapist,1 year,RENT,65000.0,Charged Off,credit_card,Credit card refinancing,11.02,0.0,01/07/2014,70950091
2000.0, 36 months,  6.92%,61.69,Sales/Insurance Broker,7 years,OWN,50000.0,Fully Paid,debt_consolidation,Debt consolidation,8.31,0.0,01/04/2015,55440012
15000.0, 36 months, 11.67%,495.86,Firefighter Paramedic,3 years,OWN,132000.0,Fully Paid,credit_card,Credit card refinancing,12.28,0.0,01/07/2014,52445148
21000.0, 36 months, 11.99%,697.41,PT,7 years,MORTGAGE,86650.0,Fully Paid,credit_card,Credit card refinancing,26.66,0.0,01/11/2014,34757116
6500.0, 36 months,  8.39%,204.86,Branch Support Manager,2 years,MORTGAGE,42000.0,Fully Paid,credit_card,Credit card refinancing,14.37,0.0,01/10/2014,81944935
28000.0, 60 months, 13.33%,641.83,RN,10+ years,RENT,72000.0,Fully Paid,debt_consolidation,Debt consolidation,12.33,2.0,01/03/2015,68194326
18000.0, 60 months, 10.99%,391.28,Executive Assistant,10+ years,MORTGAGE,94000.0,Fully Paid,debt_consolidation,Debt consolidation,20.93,0.0,01/07/2014,62729877
10500.0, 36 months, 17.57%,377.34,"Realtor, Associate Broker",10+ years,MORTGAGE,60000.0,Fully Paid,credit_card,Credit card refinancing,22.14,0.0,01/04/2014,20583268
6000.0, 36 months, 13.66%,204.08,Supervisor,10+ years,RENT,70000.0,Charged Off,debt_consolidation,Debt consolidation,13.15,0.0,01/01/2015,82966983
21000.0, 60 months, 16.55%,516.84,,n/a,MORTGAGE,103000.0,Fully Paid,home_improvement,Home improvement,15.39,0.0,01/07/2015,47851417
12000.0, 60 months, 14.64%,283.22,Inventory/warehouse coordinator,10+ years,OWN,52000.0,Fully Paid,debt_consolidation,Debt consolidation,19.89,0.0,01/03/2014,20472138
18175.0, 60 months, 19.52%,476.69,Server,5 years,RENT,67000.0,Charged Off,debt_consolidation,Debt consolidation,15.96,0.0,01/10/2014,78008564
20375.0, 60 months, 20.20%,542.09,Account Manager,10+ years,RENT,51000.0,Charged Off,debt_consolidation,Debt consolidation,18.64,0.0,01/06/2014,86661036
5950.0, 36 months, 12.99%,200.46,,n/a,RENT,27000.0,Charged Off,credit_card,Credit card refinancing,34.16,0.0,01/09/2014,56728638
12000.0, 60 months, 25.57%,356.24,Lead responder,1 year,MORTGAGE,60000.0,Fully Paid,home_improvement,Home improvement,15.16,0.0,01/04/2015,28070934
10800.0, 36 months, 10.15%,349.25,Retail Supervisor,8 years,MORTGAGE,38000.0,Fully Paid,debt_consolidation,Debt consolidation,23.06,0.0,01/07/2014,80523961
3000.0, 36 months, 12.85%,100.87,Sr. Marketing Manager,< 1 year,RENT,95000.0,Fully Paid,credit_card,Credit card refinancing,20.91,3.0,01/01/2014,91350488
24000.0, 60 months, 18.99%,622.45,teaqcher,6 years,MORTGAGE,59000.0,Fully Paid,debt_consolidation,Debt consolidation,19.89,0.0,01/12/2015,52398794
7750.0, 36 months, 15.59%,270.91,Teacher,10+ years,MORTGAGE,50000.0,Fully Paid,home_improvement,Home improvement,33.15,0.0,01/11/2014,70999243
27475.0, 36 months, 20.20%,1023.88,Nurse Case Manager II,2 years,OWN,82000.0,Fully Paid,debt_consolidation,Debt consolidation,23.77,0.0,01/08/2014,55440678
5400.0, 36 months,  9.67%,173.41,Customer Service Agent,10+ years,MORTGAGE,57000.0,Fully Paid,debt_consolidation,Debt consolidation,11.24,0.0,01/03/2014,80556616
25000.0, 36 months, 13.33%,846.33,Owner ,1 year,MORTGAGE,140000.0,Fully Paid,home_improvement,Home improvement,25.07,0.0,01/07/2015,85424292
12000.0, 36 months,  8.67%,379.76,Operations Specialist,10+ years,RENT,55967.0,Fully Paid,debt_consolidation,Debt consolidation,19.49,0.0,01/12/2014,40981617
5600.0, 36 months,  9.99%,180.67,High School Teacher,9 years,RENT,57000.0,Fully Paid,debt_consolidation,Debt consolidation,31.16,0.0,01/08/2015,40977045
12000.0, 36 months, 14.64%,413.88,Marketing Manager,< 1 year,RENT,50000.0,Charged Off,credit_card,Credit card refinancing,30.75,0.0,01/04/2014,25197657
10400.0, 36 months,  7.62%,324.08,,n/a,MORTGAGE,46381.0,Fully Paid,debt_consolidation,Debt consolidation,13.61,0.0,01/05/2014,45378619
12225.0, 60 months, 20.99%,330.66,RPSGT,9 years,MORTGAGE,34000.0,Fully Paid,debt_consolidation,Debt consolidation,17.47,0.0,01/10/2015,67728953
5250.0, 36 months, 16.49%,185.85,Physician,5 years,MORTGAGE,340000.0,Fully Paid,debt_consolidation,Debt consolidation,5.49,0.0,01/12/2014,73955641
16000.0, 60 months, 19.47%,419.2,Technician,4 years,RENT,44500.0,Charged Off,debt_consolidation,Debt consolidation,23.98,0.0,01/04/2014,99820065
7750.0, 36 months, 15.61%,270.98,Financial counselor rep,3 years,MORTGAGE,39000.0,Fully Paid,debt_consolidation,Debt consolidation,5.6,2.0,01/07/2014,21011395
5000.0, 36 months, 24.50%,197.48,Building Supervisor,8 years,OWN,55000.0,Charged Off,debt_consolidation,Debt consolidation,35.17,0.0,01/08/2014,73738392
24675.0, 36 months,  8.39%,777.68,director,2 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,Debt consolidation,10.23,0.0,01/09/2014,81376274
7000.0, 36 months, 11.99%,232.47,,n/a,RENT,53000.0,Fully Paid,debt_consolidation,Debt consolidation,4.96,0.0,01/02/2014,49699968
7000.0, 36 months, 14.16%,239.79,rha,4 years,OWN,40000.0,Fully Paid,credit_card,Credit card refinancing,11.47,0.0,01/02/2014,20291056
11200.0, 60 months, 16.24%,273.8,Housekeeping,10+ years,MORTGAGE,30000.0,Fully Paid,debt_consolidation,Debt consolidation,33.0,2.0,01/01/2014,98414215
8200.0, 36 months, 13.98%,280.18,Truck driver,8 years,MORTGAGE,51000.0,Fully Paid,credit_card,Credit card refinancing,29.69,0.0,01/10/2014,30534852
26250.0, 60 months, 23.43%,746.5,Police Lieutenant,7 years,MORTGAGE,76000.0,Fully Paid,debt_consolidation,Debt consolidation,27.92,0.0,01/06/2014,18078899
12000.0, 36 months,  7.49%,373.22,principal engineer,10+ years,MORTGAGE,97000.0,Fully Paid,debt_consolidation,Debt consolidation,13.3,0.0,01/01/2015,72085810
16800.0, 60 months, 12.69%,379.6,MAINTENANCE PLANNER,6 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,Debt consolidation,23.35,0.0,01/09/2015,80029125
22200.0, 60 months, 11.99%,493.72,nuclear Security Officer,7 years,MORTGAGE,176000.0,Charged Off,debt_consolidation,Debt consolidation,22.03,0.0,01/01/2015,52554999
28000.0, 60 months, 18.24%,714.68,LIEUTENANT,4 years,MORTGAGE,72000.0,Charged Off,debt_consolidation,Debt consolidation,27.35,0.0,01/10/2014,98968603
7000.0, 36 months, 12.99%,235.83,Senior Manager,8 years,RENT,117000.0,Fully Paid,debt_consolidation,Debt consolidation,10.26,0.0,01/09/2014,56996531
7500.0, 36 months, 12.69%,251.59,Aircraft Mod Technician,1 year,MORTGAGE,46800.0,Charged Off,other,Other,26.51,1.0,01/08/2015,56894412
4625.0, 36 months, 24.99%,183.87,concierge,4 years,MORTGAGE,50000.0,Fully Paid,house,Home buying,1.44,0.0,01/07/2014,27079186
18800.0, 36 months, 15.61%,657.34,Assistant general manager,10+ years,MORTGAGE,91000.0,Charged Off,debt_consolidation,Debt consolidation,23.77,0.0,01/03/2014,66523464
27800.0, 36 months,  7.69%,867.19,Director of Operations,10+ years,MORTGAGE,75600.0,Fully Paid,debt_consolidation,Debt consolidation,20.38,0.0,01/10/2014,40484816
10000.0, 36 months, 13.33%,338.54,Nurse practitioner,8 years,MORTGAGE,120000.0,Fully Paid,medical,Medical expenses,5.38,0.0,01/09/2015,46175678
17275.0, 36 months, 19.99%,641.92,Teacher,9 years,RENT,48000.0,Charged Off,credit_card,Credit card refinancing,31.23,0.0,01/03/2014,70932750
16000.0, 36 months,  7.89%,500.58,Systems Engineer,< 1 year,MORTGAGE,140000.0,Fully Paid,debt_consolidation,Debt consolidation,22.56,0.0,01/03/2015,16576411
20000.0, 36 months, 13.99%,683.46,IT Director,3 years,MORTGAGE,117000.0,Fully Paid,credit_card,Credit card refinancing,18.16,0.0,01/03/2015,34984511
12000.0, 60 months,  9.99%,254.91,Tech,5 years,OWN,60000.0,Fully Paid,debt_consolidation,Debt consolidation,2.64,0.0,01/07/2015,93465507
9600.0, 36 months, 16.99%,342.22,Resident Director,2 years,RENT,30000.0,Fully Paid,credit_card,Credit card refinancing,29.56,0.0,01/01/2014,80231315
11200.0, 60 months, 13.98%,260.49,asset protection,10+ years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,Debt consolidation,4.23,0.0,01/08/2014,47795539
12000.0, 36 months,  7.69%,374.33,Client Sevrives Worker,1 year,MORTGAGE,55000.0,Fully Paid,credit_card,Credit card refinancing,27.62,0.0,01/06/2014,16153205
5000.0, 36 months, 11.53%,164.96,Regional Training Coordinator ,10+ years,OWN,43000.0,Fully Paid,credit_card,Credit card refinancing,17.56,1.0,01/08/2015,76753507
8100.0, 36 months, 16.99%,288.75,Risk Officer,4 years,RENT,75000.0,Fully Paid,debt_consolidation,Debt consolidation,24.82,0.0,01/05/2014,43011724
14000.0, 36 months,  9.99%,451.68,Regional Sales Consultant,8 years,MORTGAGE,93800.0,Charged Off,debt_consolidation,Debt consolidation,16.77,1.0,01/05/2015,79111137
14000.0, 36 months,  9.67%,449.58,Charge nurse,10+ years,OWN,60000.0,Fully Paid,debt_consolidation,Debt consolidation,12.53,0.0,01/02/2014,28825881
28000.0, 60 months, 14.99%,665.98,Manager,10+ years,MORTGAGE,132000.0,Fully Paid,debt_consolidation,Debt consolidation,15.44,1.0,01/05/2014,64503645
13000.0, 36 months,  6.39%,397.79,Marketing Admin,8 years,MORTGAGE,36000.0,Fully Paid,home_improvement,Home improvement,15.1,0.0,01/03/2015,63884201
10000.0, 36 months, 12.85%,336.22,Facility Supervisor,10+ years,RENT,65000.0,Charged Off,credit_card,Credit card refinancing,22.56,1.0,01/02/2014,74463372
12375.0, 60 months, 25.83%,369.27,material handler,7 years,RENT,39000.0,Fully Paid,credit_card,Credit card refinancing,28.12,0.0,01/09/2014,15044562
15450.0, 36 months,  8.39%,486.94,Grant Specialist,10+ years,RENT,54000.0,Fully Paid,debt_consolidation,Debt consolidation,25.47,0.0,01/10/2014,87626829
11500.0, 36 months, 12.49%,384.67,Compliance Anaylst,< 1 year,RENT,80000.0,Fully Paid,debt_consolidation,Debt consolidation,14.58,0.0,01/10/2014,43664997
25000.0, 60 months, 15.61%,602.79,Lieutenant District Supervisor,10+ years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,Debt consolidation,19.83,1.0,01/05/2014,56611966
20175.0, 36 months, 16.99%,719.2,,n/a,MORTGAGE,75000.0,Fully Paid,credit_card,Credit card refinancing,25.46,0.0,01/02/2014,13800771
25000.0, 36 months, 15.99%,878.81,Registered Nurse,10+ years,MORTGAGE,85195.0,Fully Paid,debt_consolidation,Debt consolidation,36.46,0.0,01/11/2014,30897957
15000.0, 60 months, 14.65%,354.1,Communication Tech,2 years,OWN,50000.0,Fully Paid,debt_consolidation,Debt consolidation,13.39,0.0,01/03/2015,50051890
11200.0, 36 months, 15.61%,391.61,Operations Manager,10+ years,RENT,75000.0,Charged Off,debt_consolidation,Debt consolidation,17.49,1.0,01/10/2014,89479208
5000.0, 36 months,  9.17%,159.4,Security Officer,6 years,RENT,35000.0,Fully Paid,debt_consolidation,Debt consolidation,23.42,0.0,01/07/2014,98096894
4000.0, 36 months, 14.99%,138.65,,n/a,RENT,18000.0,Fully Paid,credit_card,Credit card refinancing,28.0,0.0,01/01/2015,12749658
5000.0, 36 months,  9.67%,160.57,Sr. Programmer,4 years,MORTGAGE,81000.0,Fully Paid,credit_card,Bye Bye DISCOVER,9.04,0.0,01/01/2014,12056435
23050.0, 60 months, 18.24%,588.34,,n/a,MORTGAGE,103000.0,Charged Off,debt_consolidation,Debt consolidation,11.5,1.0,01/06/2014,37377328
8000.0, 36 months,  5.32%,240.92,Senior manager,10+ years,MORTGAGE,120000.0,Fully Paid,credit_card,Credit card refinancing,4.3,0.0,01/12/2015,20896355
35000.0, 36 months, 14.64%,1207.13,Project Manager,10+ years,RENT,82500.0,Charged Off,credit_card,Credit card refinancing,25.19,0.0,01/04/2014,25506129
10000.0, 36 months, 14.16%,342.56,manager,10+ years,RENT,36178.0,Fully Paid,credit_card,Credit card refinancing,12.54,0.0,01/04/2014,90658404
3600.0, 36 months, 13.65%,122.43,Security counselor,8 years,MORTGAGE,36000.0,Fully Paid,debt_consolidation,Debt consolidation,32.93,0.0,01/02/2014,15187990
13000.0, 36 months, 13.99%,444.25,Bartender,7 years,MORTGAGE,50000.0,Fully Paid,credit_card,Credit card refinancing,15.2,1.0,01/07/2015,29800292
9000.0, 36 months, 13.98%,307.52,Manager,1 year,RENT,27000.0,Fully Paid,credit_card,Credit card refinancing,34.8,0.0,01/07/2014,35807654
14700.0, 60 months, 14.49%,345.79,MAINTENANCE,9 years,RENT,35000.0,Fully Paid,debt_consolidation,Debt consolidation,22.33,0.0,01/08/2014,16305654
14400.0, 36 months,  8.39%,453.84,HR Director,8 years,MORTGAGE,120000.0,Fully Paid,credit_card,Credit card refinancing,13.62,0.0,01/10/2014,76149765
13400.0, 36 months,  9.17%,427.18,Systems Data Coordinator,< 1 year,RENT,62000.0,Fully Paid,debt_consolidation,Debt consolidation,25.96,0.0,01/02/2015,46194512
19200.0, 60 months, 21.48%,524.63,Production manager,10+ years,RENT,60320.0,Fully Paid,credit_card,Credit card refinancing,19.66,0.0,01/01/2014,73461951
30000.0, 36 months, 20.49%,1122.42,Director of Nursing,3 years,MORTGAGE,90000.0,Charged Off,debt_consolidation,Debt consolidation,20.52,0.0,01/05/2015,55126841
17550.0, 36 months, 18.24%,636.59,bookkeeper,4 years,OWN,40000.0,Fully Paid,other,Other,8.07,0.0,01/10/2014,66536807
1200.0, 36 months, 16.99%,42.78,,n/a,OWN,19368.0,Fully Paid,major_purchase,Major purchase,32.31,0.0,01/02/2014,17488744
15000.0, 60 months, 19.52%,393.42,Senior Application Developer,3 years,MORTGAGE,91000.0,Charged Off,debt_consolidation,Debt consolidation,8.95,0.0,01/08/2014,39313598
20000.0, 36 months,  8.18%,628.39,,n/a,MORTGAGE,72000.0,Fully Paid,credit_card,Credit card refinancing,34.79,0.0,01/04/2015,86658021
19200.0, 60 months, 15.61%,462.94,Public Adjuster,3 years,RENT,55000.0,Fully Paid,debt_consolidation,Debt consolidation,22.15,0.0,01/02/2014,49311504
9850.0, 36 months, 16.99%,351.14,,n/a,MORTGAGE,81000.0,Charged Off,debt_consolidation,Debt consolidation,7.3,1.0,01/02/2014,65139394
8400.0, 36 months, 13.67%,285.75,Video editor/ post production,3 years,RENT,40000.0,Fully Paid,debt_consolidation,Debt consolidation,14.37,0.0,01/11/2015,59583458
12000.0, 36 months, 10.99%,392.81,Data Information Manager,10+ years,RENT,80000.0,Fully Paid,debt_consolidation,Debt consolidation,20.39,0.0,01/10/2014,44003075
10050.0, 36 months,  8.67%,318.05,Compliance representative ,3 years,MORTGAGE,49200.0,Fully Paid,debt_consolidation,Debt consolidation,27.09,0.0,01/01/2015,61306516
35000.0, 36 months, 12.99%,1179.12,Sales Executive,1 year,MORTGAGE,200000.0,Charged Off,debt_consolidation,Debt consolidation,15.6,0.0,01/03/2014,81611013
35000.0, 60 months, 13.35%,802.65,Mother Baby Unit Nurse Manager,10+ years,MORTGAGE,127000.0,Fully Paid,credit_card,Credit card refinancing,25.94,0.0,01/09/2014,92710034
30000.0, 60 months, 25.57%,890.6,"Director, Planning",7 years,MORTGAGE,198000.0,Fully Paid,debt_consolidation,Debt consolidation,14.33,0.0,01/04/2014,33539427
9300.0, 36 months, 16.99%,331.53,lab tech II,5 years,OWN,47544.0,Fully Paid,debt_consolidation,Debt consolidation,18.6,0.0,01/07/2014,27378263
8475.0, 36 months, 13.98%,289.58,RN,1 year,RENT,40000.0,Fully Paid,debt_consolidation,Debt consolidation,20.43,2.0,01/07/2014,53503990
3500.0, 60 months, 24.08%,100.86,office manager,< 1 year,RENT,36000.0,Fully Paid,small_business,Business,23.13,0.0,01/04/2014,40107360
35000.0, 36 months, 15.59%,1223.43,HR Business Partner,2 years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,Debt consolidation,11.57,1.0,01/11/2014,93943247
13500.0, 60 months, 17.57%,339.67,Escrow Officer,10+ years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,Debt consolidation,22.9,0.0,01/01/2014,29209614
8000.0, 36 months, 13.33%,270.83,LPN,10+ years,MORTGAGE,35000.0,Fully Paid,home_improvement,Home improvement,13.65,0.0,01/03/2015,52294057
12325.0, 36 months, 22.99%,477.04,manager,8 years,RENT,40000.0,Fully Paid,medical,Medical expenses,18.7,0.0,01/03/2015,39587384
31075.0, 36 months, 13.99%,1061.92,Operations Manager,< 1 year,RENT,84000.0,Fully Paid,debt_consolidation,Debt consolidation,29.5,0.0,01/07/2015,25043305
35000.0, 36 months, 19.52%,1292.19,Product rep,4 years,MORTGAGE,96000.0,Fully Paid,debt_consolidation,Debt consolidation,19.86,0.0,01/10/2014,93665513
24800.0, 36 months, 16.99%,884.07,Nursing assistance ,10+ years,RENT,62000.0,Fully Paid,other,Other,19.88,0.0,01/05/2014,82680230
20500.0, 36 months, 13.65%,697.17,warehouse,7 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,Debt consolidation,9.28,0.0,01/03/2014,75692186
24000.0, 60 months, 18.25%,612.72,Sales Manager,7 years,MORTGAGE,101000.0,Charged Off,debt_consolidation,Debt consolidation,10.49,3.0,01/03/2014,40550920
15000.0, 36 months, 13.65%,510.12,"Head of Partner Marketing, Director",< 1 year,MORTGAGE,180000.0,Fully Paid,debt_consolidation,Debt consolidation,14.05,0.0,01/05/2014,84773969
18150.0, 60 months, 16.29%,444.18,Sales Representative,4 years,OWN,40500.0,Fully Paid,debt_consolidation,Debt consolidation,25.66,0.0,01/06/2014,75483707
22375.0, 36 months, 19.52%,826.08,Facilities Operations Manager,3 years,RENT,70000.0,Fully Paid,debt_consolidation,Debt consolidation,21.43,0.0,01/10/2014,33713574
6350.0, 36 months, 15.61%,222.03,Driver,6 years,OWN,18720.0,Fully Paid,debt_consolidation,Debt consolidation,8.01,0.0,01/09/2014,76918767
30000.0, 60 months, 12.69%,677.85,"Executive Director, Technology",10+ years,RENT,125000.0,Fully Paid,debt_consolidation,Debt consolidation,16.61,1.0,01/05/2015,34041619
22250.0, 60 months, 18.25%,568.04,utility,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,Debt consolidation,13.41,1.0,01/08/2015,33736890
9000.0, 36 months, 11.53%,296.92,Sr Production Accoutant,10+ years,MORTGAGE,96000.0,Fully Paid,debt_consolidation,Debt consolidation,11.09,4.0,01/05/2015,54888275
7000.0, 36 months, 12.99%,235.83,driver,9 years,RENT,75000.0,Fully Paid,debt_consolidation,Debt consolidation,10.66,0.0,01/12/2014,77677914
16500.0, 36 months,  9.76%,530.56,Server,4 years,OWN,55000.0,Fully Paid,credit_card,Credit card refinancing,12.52,0.0,01/12/2015,87892249
12000.0, 60 months, 18.92%,310.76,Project Manager,5 years,MORTGAGE,129000.0,Charged Off,debt_consolidation,Debt consolidation,21.11,0.0,01/05/2014,33168882
2000.0, 36 months, 14.47%,68.82,Buyer,3 years,MORTGAGE,60000.0,Fully Paid,medical,Be Healthy 2014,20.12,0.0,01/01/2014,53170682
2400.0, 36 months, 11.99%,79.71,Sales,5 years,RENT,34000.0,Fully Paid,credit_card,Credit card refinancing,12.04,0.0,01/01/2015,74193223
